  TimeWindow  TotalIterations  Iterations  Convergence  QNColumns  DeletedQNColumns  DroppedQNColumns
   900    1800       2       1      18       1       0
   901    1802       2       1      17       2       0
   902    1804       2       1      17       1       0
   903    1806       2       1      17       1       0
   904    1808       2       1      17       1       0
   905    1810       2       1      17       1       0
   906    1812       2       1      17       1       0
   907    1814       2       1      17       1       0
   908    1816       2       1      17       1       0
   909    1818       2       1      17       1       0
   910    1820       2       1      17       1       0
   911    1822       2       1      16       2       0
   912    1824       2       1      16       1       0
   913    1826       2       1      17       0       0
   914    1828       2       1      17       1       0
   915    1830       2       1      17       1       0
   916    1832       2       1      17       1       0
   917    1834       2       1      17       1       0
   918    1836       2       1      17       1       0
   919    1838       2       1      17       1       0
   920    1840       2       1      17       1       0
   921    1842       2       1      17       1       0
   922    1844       2       1      17       1       0
   923    1846       2       1      18       0       0
   924    1848       2       1      18       1       0
   925    1850       2       1      18       1       0
   926    1852       2       1      18       1       0
   927    1854       2       1      18       1       0
   928    1856       2       1      18       1       0
   929    1858       2       1      18       1       0
   930    1860       2       1      18       1       0
   931    1862       2       1      18       1       0
   932    1864       2       1      18       1       0
   933    1866       2       1      18       1       0
   934    1868       2       1      18       1       0
   935    1870       2       1      18       1       0
   936    1872       2       1      18       1       0
   937    1874       2       1      18       1       0
   938    1876       2       1      18       1       0
   939    1878       2       1      18       0       1
   940    1880       2       1      18       1       0
   941    1882       2       1      18       1       0
   942    1884       2       1      18       1       0
   943    1886       2       1      18       1       0
   944    1888       2       1      18       1       0
   945    1890       2       1      18       0       1
   946    1892       2       1      18       1       0
   947    1894       2       1      18       1       0
   948    1896       2       1      18       1       0
   949    1898       2       1      17       2       0
   950    1900       2       1      17       1       0
   951    1902       2       1      16       2       0
   952    1904       2       1      16       1       0
   953    1906       2       1      16       1       0
   954    1908       2       1      17       0       0
   955    1910       2       1      17       1       0
   956    1912       2       1      17       1       0
   957    1914       2       1      16       2       0
   958    1916       2       1      16       1       0
   959    1918       2       1      17       0       0
   960    1920       2       1      17       1       0
   961    1922       2       1      17       1       0
   962    1924       2       1      18       0       0
   963    1926       2       1      18       1       0
   964    1928       2       1      18       1       0
   965    1930       2       1      18       1       0
   966    1932       2       1      18       1       0
   967    1934       2       1      18       1       0
   968    1936       2       1      16       0       3
   969    1938       2       1      15       0       2
   970    1940       2       1      14       2       0
   971    1942       2       1      15       0       0
   972    1944       2       1      15       1       0
   973    1946       2       1      15       0       1
   974    1948       2       1      14       2       0
   975    1950       2       1      14       1       0
   976    1952       2       1      14       1       0
   977    1954       2       1      14       1       0
   978    1956       2       1      12       3       0
   979    1958       2       1      11       2       0
   980    1960       2       1      11       1       0
   981    1962       2       1      12       0       0
   982    1964       2       1      12       1       0
   983    1966       2       1      12       1       0
   984    1968       2       1      12       1       0
   985    1970       2       1      12       1       0
   986    1972       2       1      12       1       0
   987    1974       2       1      12       1       0
   988    1976       2       1      12       1       0
   989    1978       2       1      12       1       0
   990    1980       2       1      12       1       0
   991    1982       2       1      12       1       0
   992    1984       2       1      12       1       0
   993    1986       2       1      13       0       0
   994    1988       2       1      13       1       0
   995    1990       2       1      13       1       0
   996    1992       2       1      13       1       0
   997    1994       2       1      13       1       0
   998    1996       2       1      13       1       0
   999    1998       2       1      12       2       0
  1000    2000       2       1      12       1       0
